order-line,Assembly Line,Scheduled Ship Date,Orig Sched Date,Status,Sales Category,Rework,Order,Sched Date Priority,Issue Reason,Issue Resolved,Contains Tag,Line,Rel,Open Qty,Total Sections,Product Code,Final Assembly,Open Value,Open Discount Value,Comment,Sales Rep Code,PM,Operations Meeting Comments,Production Comment,Fixture Type,Pick Status,MachineShop Delivered,Wiring Delivered,Production Issue,NT,Material Check,Missing Materials,Schedule Date,Status2,Production Schedule,Unit Price,Unit Time,Section Completed,Remaining Section,Remaining value,Remaining Time,Issue,Rep. Count,Year,Month,Date,Order Count,Complete/Partial,Saw,BA ,weld,lens
73251-37,7,2/7/2019,,Machine Shop Started,Regular,FALSE,73251,High Priority,,FALSE,,37,1,1,4,"BMRLEDPAT-OPI-90-750-80-35-SO-31'1""-EX-W-UNV-DP-1-DF",26,1800,0,,Internat,Gagandeep Singh,,,"F7-9'11-5/8""X22'-3/8"" - 22ND FL",Picked - Complete,1/30/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Started,,450,6.5,0,4,1800,26,,0,2019,2,7,1,Complete,FALSE,FALSE,,
73251-41,7,2/7/2019,,Machine Shop Started,Regular,FALSE,73251,High Priority,,FALSE,,41,1,1,1,"BMRLED-750-90-35-FL-96 3/4""-W-UNV-DP-1-DF",6.1,400,0,,Internat,Gagandeep Singh,,,"F1A-96-3/4"" - 22ND FL",Picked - Complete,1/30/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Started,,400,6.1,0,1,400,6.1,,0,2019,2,7,1,Complete,FALSE,FALSE,,
73251-42,7,2/7/2019,,Machine Shop Started,Regular,FALSE,73251,High Priority,,FALSE,,42,1,1,1,"BMRLED-750-90-35-FL-57 3/4""-W-UNV-DP-1-DF",6.1,240,0,,Internat,Gagandeep Singh,,,"F1C-57-3/4"" - 22ND FL",Picked - Complete,1/30/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Started,,240,6.1,0,1,240,6.1,,0,2019,2,7,1,Complete,FALSE,FALSE,,
73251-43,7,2/7/2019,,Machine Shop Started,Regular,FALSE,73251,High Priority,,FALSE,,43,1,1,3,"BMPRLED-750-90-35-FL-28'7 1/4""-W-UNV-DP-1-DF",24.9,1392,0,,Internat,Gagandeep Singh,,,"F1W-28'7-1/4"" - 22ND FL",Picked - Complete,1/30/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Started,,464,8.3,0,3,1392,24.9,,0,2019,2,7,1,Complete,FALSE,FALSE,,
67150-41,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,41,1,10,20,B6RLED-400-80-30-FL-15-W-120-DP-1-ST-FW(6),130,8350,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02D-15'-BASEMNT FL,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,417.5,6.5,0,20,8350,130,,1,2019,2,11,1,Complete,TRUE,FALSE,,Done
67150-42,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,42,1,1,2,B6RLED-400-80-30-FL-15-W-120-DP-E(1)-ST-FW(6),13.4,835,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02D-15'EM-BASEMNT FL,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,417.5,6.7,0,2,835,13.4,,0,2019,2,11,1,Complete,TRUE,FALSE,,Done
67150-43,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,43,1,5,5,B6RLED-750-80-30-FL-10-W-120-DP-1-ST-FW(6),44,2800,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02B-10'-1ST FL,,1/31/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,560,8.8,0,5,2800,44,,0,2019,2,11,1,Complete,TRUE,TRUE,,Done
67150-44,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,44,1,4,8,B6RLED-750-80-30-FL-15-W-120-DP-1-ST-FW(6),52,3340,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02B-15'-1ST FL,,1/31/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,417.5,6.5,0,8,3340,52,,0,2019,2,11,1,Complete,TRUE,TRUE,,Done
67150-45,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,45,1,4,4,B6RLED-1000-80-30-FL-5-W-120-DP-1-ST-FW(6),25.2,1140,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02C-5'-1ST FL,,1/31/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,285,6.3,0,4,1140,25.2,,0,2019,2,11,1,Complete,TRUE,TRUE,,Done
67150-46,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,46,1,3,3,B6RLED-750-80-30-FL-10-W-120-DP-1-ST-FW(6),26.4,1680,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02B-10'-2ND FL,,1/31/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,560,8.8,0,3,1680,26.4,,0,2019,2,11,1,Complete,TRUE,TRUE,,Done
67150-47,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,47,1,4,8,B6RLED-750-80-30-FL-15-W-120-DP-1-ST-FW(6),52,3340,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02B-15'-2ND FL,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,417.5,6.5,0,8,3340,52,,0,2019,2,11,1,Complete,TRUE,FALSE,,Done
67150-48,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,48,1,5,5,B6RLED-1000-80-30-FL-5-W-120-DP-1-ST-FW(6),31.5,1425,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02C-5'-2ND FL,,1/31/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,285,6.3,0,5,1425,31.5,,0,2019,2,11,1,Complete,TRUE,TRUE,,Done
67150-49,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,49,1,12,12,B6RLED-750-80-30-FL-10-W-120-DP-1-ST-FW(6),105.6,6720,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02B-10'-3RD FL,,1/31/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,560,8.8,0,12,6720,105.6,,0,2019,2,11,1,Complete,TRUE,TRUE,,Done
67150-50,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,50,1,5,10,B6RLED-750-80-30-FL-15-W-120-DP-1-ST-FW(6),65,4175,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02B-15'-3RD FL,,1/31/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,417.5,6.5,0,10,4175,65,,0,2019,2,11,1,Complete,TRUE,TRUE,,Done
67150-51,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,51,1,5,5,B6RLED-1000-80-30-FL-5-W-120-DP-1-ST-FW(6),31.5,1425,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02C-5'-3RD FL,,1/31/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,285,6.3,0,5,1425,31.5,,0,2019,2,11,1,Complete,TRUE,TRUE,,Done
67150-52,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,52,1,14,14,B6RLED-750-80-30-FL-10-W-120-DP-1-ST-FW(6),123.2,7840,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02B-10'-4TH FL,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,560,8.8,0,14,7840,123.2,,0,2019,2,11,1,Complete,TRUE,FALSE,,Done
67150-53,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,53,1,9,18,B6RLED-750-80-30-FL-15-W-120-DP-1-ST-FW(6),117,7515,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02B-15'-4TH FL,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,417.5,6.5,0,18,7515,117,,0,2019,2,11,1,Complete,TRUE,FALSE,,Done
67150-55,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,55,1,1,1,B6RLED-750-80-30-FL-4-W-120-DP-1-ST-FW(6),3.3,230,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02B-4'-5TH FL,,1/31/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,230,3.3,0,1,230,3.3,,0,2019,2,11,1,Complete,TRUE,TRUE,,Done
67150-56,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,56,1,3,3,B6RLED-750-80-30-FL-5-W-120-DP-1-ST-FW(6),18.9,855,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02B-5'-5TH FL,,1/31/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,285,6.3,0,3,855,18.9,,0,2019,2,11,1,Complete,TRUE,TRUE,,Done
67150-57,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,57,1,10,10,B6RLED-750-80-30-FL-10-W-120-DP-1-ST-FW(6),88,5600,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-02B-10'-5TH FL,,1/31/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,560,8.8,0,10,5600,88,,0,2019,2,11,1,Complete,TRUE,TRUE,,Done
67150-58,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,58,1,1,2,BRLED-500-80-30-FL-13-W-120-DP-1-D,13.3,715,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-63D-13'-BASEMNT,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,357.5,6.65,0,2,715,13.3,,0,2019,2,11,1,Complete,TRUE,FALSE,,Done
67150-59,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,59,1,6,12,BRLED-500-80-30-FL-18-W-120-DP-1-D,97.2,5940,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-63D-18'-BASEMNT,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,495,8.1,0,12,5940,97.2,,0,2019,2,11,1,Complete,TRUE,FALSE,,Done
67150-60,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,60,1,1,2,BRLED-500-80-30-FL-17-W-120-DP-E(1)-D,16.5,935,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-63D-17'EM-BASEMNT,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,467.5,8.25,0,2,935,16.5,,0,2019,2,11,1,Complete,TRUE,FALSE,,Done
67150-61,15,2/11/2019,,Machine Shop Finished,Regular,FALSE,67150,Regular,,FALSE,,61,1,6,12,BRLED-500-80-30-FL-18-W-120-DP-E(1)-D,99,5940,0,do not ship before 1/4/2019,Internat,Gagandeep Singh,,,LT-63D-18'EM-BASEMNT,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,495,8.25,0,12,5940,99,,0,2019,2,11,1,Complete,TRUE,FALSE,,Done
70634-1,4,2/1/2019,2/1/2019,Machine Shop Finished,Regular,FALSE,70634,High Priority,,FALSE,Sections,1,1,1,20,SP18083-CCH-SL-1100-80-2740-CP(110)-W-120-O(DMX)-2-C,280.77,12320,0,Ship complete,Internat,Gagandeep Singh,Elizabeth to follow up with Bilal.  Edited on 2/1/2019 ,,LF05-110' INSIDE,Picked - Complete,,,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,616,14.0385,0,20,12320,280.77,,1,2019,2,1,1,Complete,TRUE,TRUE,,Done
70634-2,4,2/1/2019,2/1/2019,Machine Shop Finished,Regular,FALSE,70634,High Priority,Wrong part in BOM,TRUE,Eng. to Approved END Plates,2,1,1,28,SP18083-CCH-SL-1100-80-2740-CP(116)-W-120-O(DMX)-2-C,374.74,12992,0,Ship complete,Internat,Gagandeep Singh,Ship: Feb 6th  Edited on 2/5/2019 ,,LF05-116' INSIDE,Picked - Complete,,,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,464,13.38357143,0,28,12992,374.74,,0,2019,2,1,1,Complete,TRUE,TRUE,,Done
70634-3,4,2/1/2019,2/1/2019,Machine Shop Finished,Regular,FALSE,70634,High Priority,Wrong part in BOM,TRUE,Eng. to Approved END Plates,3,1,1,21,SP18083-CCH-SL-1100-80-2740-CP(110)-W-120-O(DMX)-2-C,280.77,12320,0,Ship complete,Internat,Gagandeep Singh,,,LF05-110' OUTSIDE,Picked - Complete,,,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,586.6666667,13.37,0,21,12320,280.77,,0,2019,2,1,1,Complete,TRUE,TRUE,,Done
70634-4,4,2/1/2019,2/1/2019,Machine Shop Finished,Regular,FALSE,70634,High Priority,Wrong info. In SD,TRUE,WRONG QTY OF ITEM NO.10,4,1,1,28,SP18083-CCH-SL-1100-80-2740-CP(116)-W-120-O(DMX)-3-C,471.77,12992,0,Ship complete,Internat,Gagandeep Singh,,,LF05-116' OUTSIDE,Picked - Complete,,,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,464,16.84892857,0,28,12992,471.77,,0,2019,2,1,1,Complete,TRUE,TRUE,,Done
78614-1,7,2/7/2019,2/7/2019,Machine Shop Started,Regular,FALSE,78614,High Priority,Shortage,FALSE,EXTRUSION??,1,1,24,24,WBDIWLED-500-500-80-35-SO-SO-2-BLK-UNV-DP-1-BF,158.4,9120,0,MUST SHIP NO LATER THAN FEB 8TH - NO BUFFER,LS Phill,Jessica Kennedy,,,W2,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,380,6.6,0,24,9120,158.4,Shortage,1,2019,2,7,1,Complete,TRUE,FALSE,,Done
67875-1,12,2/11/2019,,Machine Shop Started,Regular,FALSE,67875,Regular,,FALSE,,1,1,1,14,"CCL-SL-300-80-30-CP(83' 6"")-W-UNV-DP-1-AC",82,5850,0,,HOUSE,Gagandeep Singh,,,"LF15-8'5""X33'4""",,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,417.8571429,5.857142857,0,14,5850,82,,1,2019,2,11,1,Complete,TRUE,TRUE,Ready,
64752-8,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,,FALSE,,8,1,12,24,BMRLED-500-80-35-ASO-16-W-UNV-O(DEXAL)-1-TB15,162,9600,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,B-16',,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,400,6.75,0,24,9600,162,,1,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-10,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,,FALSE,,10,1,9,27,BMRLED-500-80-35-FL-30-W-UNV-O(DEXAL)-1-TG9,238.5,13500,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,C10-30',,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,500,8.833333333,27,0,0,0,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-11,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,,FALSE,,11,1,5,15,BMRLED-500-80-35-FL-36-W-UNV-O(DEXAL)-1-TG15,145.5,9000,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,C11-36',,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,600,9.7,15,0,0,0,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-12,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,,FALSE,,12,1,1,4,BMRLED-500-80-35-FL-46-W-UNV-O(DEXAL)-1-TG9,39.2,2300,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,C13-46',,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,575,9.8,4,0,0,0,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-13,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,,FALSE,,13,1,1,5,BMRLED-500-80-35-FL-60-W-UNV-O(DEXAL)-1-TG9,49.3,3000,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,C14-60',,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,600,9.86,5,0,0,0,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-14,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,Shortage,FALSE,Driver DR18771,14,1,116,116,BMRLED-500-80-35-FL-6-W-UNV-O(DEXAL)-1-TG9,754,34800,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,ETA: 2/7 - If we ship partial it would be Feb 6th - Joshua to advise or ship complete  Edited on 2/5/2019,,C2-6'-TG9,,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,Material,,Wiring Issue,,300,6.5,0,116,34800,754,Shortage,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-15,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,Wrong info. In SD,TRUE,Quantity,15,1,32,32,BMRLED-500-80-35-FL-8-W-UNV-O(DEXAL)-1-TG15,204.8,12800,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,C3-8'-TG15,,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,400,6.4,32,0,0,0,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-16,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,,FALSE,,16,1,1,1,BMRLED-500-80-35-FL-10-W-UNV-O(DEXAL)-1-TG9,9,500,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,C4-10',,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,500,9,1,0,0,0,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-17,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,,FALSE,,17,1,1,2,BMRLED-500-80-35-FL-14-W-UNV-O(DEXAL)-1-TG9,13.7,700,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,C6-14',,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,350,6.85,2,0,0,0,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-18,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,,FALSE,,18,1,1,2,BMRLED-500-80-35-FL-16-W-UNV-O(DEXAL)-1-TG9,13.7,800,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,C7-16',,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,400,6.85,2,0,0,0,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-19,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,,FALSE,,19,1,2,4,BMRLED-500-80-35-FL-18-W-UNV-O(DEXAL)-1-TG9,33,1800,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,C8-18',,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,450,8.25,3,1,450,8.25,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-20,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,,FALSE,,20,1,9,18,BMRLED-500-80-35-FL-20-W-UNV-O(DEXAL)-1-TG9,148.5,9000,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,C9-20',,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,500,8.25,19,-1,-500,-8.25,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-22,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,Wrong part in BOM,TRUE,Driver,22,1,1,1,PRWLED-500-80-35-S-10-W-277-DP-1,8.2,450,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,D-10',,2/3/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,450,8.2,1,0,0,0,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-23,1,2/5/2019,,Machine Shop Finished,Regular,FALSE,64752,Regular,Shortage,FALSE,Extrusion,23,1,8,16,PRWLED-500-80-35-S-16-W-277-DP-1,99.2,5760,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,D1-16',,2/3/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,360,6.2,8,8,2880,49.6,Shortage,1,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-24,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,,FALSE,,24,1,1,4,PRWLED-500-80-35-S-28-W-277-DP-1,20.5,1260,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,D2-28',,2/3/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,315,5.125,4,0,0,0,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-30,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,Others,TRUE,MISSING DUST COVER,30,1,26,26,BBWDILED-640-400-80-35-SO-5-W-UNV-DP-1-D,291.2,10400,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,TT-5',,2/3/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,400,11.2,19,7,2800,78.4,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-31,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,,FALSE,,31,1,2,2,BMRLED-500-80-35-FL-6-W-UNV-O(DEXAL)-1-DF,13,600,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,C2-6'-DF,,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,300,6.5,2,0,0,0,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-37,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,,FALSE,,37,1,12,12,BMRLED-500-80-35-FL-4-W-UNV-O(DEXAL)-1-TG15,39.6,2400,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,C1-4',,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,200,3.3,6,6,1200,19.8,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
64752-40,1,2/5/2019,,Wiring Started,Regular,FALSE,64752,Regular,,FALSE,,40,1,10,10,BMRLED-500-80-35-FL-6-W-UNV-DP-1-TG9,67,3000,0,**LINE 4 MOUNTING KITS TO BE SHIPPED AHEAD OF TIME**,HOUSE,Gagandeep Singh,,,C2-DP,,1/28/2019 0:00,2/1/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,300,6.7,0,10,3000,67,,0,2019,2,5,2,Partial,TRUE,TRUE,,Done
78720-1,7,2/7/2019,2/7/2019,Machine Shop Started,Replacement,FALSE,78720,High Priority,Missing info. In SD,TRUE,Missing Bottom View,1,1,1,8,SCPLED-OPRI(4)-300-80-35-FL-52-W-UNV-DP-1-ST-C(10'X6'X10' PRE MITTERED CORNER),57,5540,0,,Internat,Robert Lipura,,,F2-40'X6',Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Started,,692.5,7.125,0,8,5540,57,,1,2019,2,7,1,Complete,FALSE,FALSE,,
78511-1,4,2/6/2019,2/6/2019,Machine Shop Finished,Regular,FALSE,78511,Regular,Shortage,FALSE,Extrusion,1,1,1,16,CCL-SL-300-80-35-CL(184')-W-277-DP-2-AC,147,15640,0,,HIGH,Rohan Srivastava,,,LC-184',,,,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,977.5,9.1875,0,16,15640,147,Shortage,1,2019,2,6,1,Complete,TRUE,TRUE,,Done
78511-2,4,2/6/2019,2/6/2019,Machine Shop Finished,Regular,FALSE,78511,Regular,,FALSE,,2,1,1,4,CCL-SL-300-80-35-CL(45')-W-277-DP-1-AC,37.8,3825,0,,HIGH,Rohan Srivastava,,,LC-45',,,,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,956.25,9.45,0,4,3825,37.8,,0,2019,2,6,1,Complete,TRUE,TRUE,,Done
76762-4,7,2/6/2019,,Machine Shop Started,Regular,FALSE,76762,High Priority,,FALSE,,4,1,1,16,BMRLEDPAT-ASO-90-800-80-35-SO-FL-48-EX-W-UNV-DP-1+E(2)-DS,88,4280,0,MUST SHIP BY 1/28,Internat,Rohan Srivastava,,,F2-48'/1,,1/28/2019 0:00,2/5/2019 0:00,FALSE,FALSE,NO,,,Machine Shop Started,,267.5,5.5,0,16,4280,88,,1,2019,2,6,1,Complete,TRUE,FALSE,Ready,
76762-5,7,2/6/2019,,Machine Shop Started,Regular,FALSE,76762,High Priority,,FALSE,,5,1,1,16,BMRLEDPAT-ASO-90-800-80-35-SO-FL-48-EX-W-UNV-DP-1+E(2)-DS,88,4280,0,MUST SHIP BY 1/28,Internat,Rohan Srivastava,,,F2-48'/2,,1/28/2019 0:00,2/5/2019 0:00,FALSE,FALSE,NO,,,Machine Shop Started,,267.5,5.5,0,16,4280,88,,0,2019,2,6,1,Complete,TRUE,FALSE,Ready,
76762-6,7,2/6/2019,,Machine Shop Started,Regular,FALSE,76762,High Priority,,FALSE,,6,1,1,9,BMRLEDPAT-ASO-90-800-80-35-SO-FL-28-EX-W-UNV-DP-1+E(1)-DS,46,2380,0,MUST SHIP BY 1/28,Internat,Rohan Srivastava,,,F2-28',,1/28/2019 0:00,2/5/2019 0:00,FALSE,FALSE,NO,,,Machine Shop Started,,264.4444444,5.111111111,0,9,2380,46,,0,2019,2,6,1,Complete,TRUE,FALSE,Ready,
