Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,ProductionSchedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Schedule dashboard,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,PRIORITY SEQUENCE,Column1,Column12,Real Status,PRIORITY2,Completed Sections,Remaining Sections,Column4
73852-1,,BALA,Regular,FALSE,73852,High Priority,1,1,0,522,LE-4',WBDWLED-1000-80-35-SO-4-AP-UNV-DP-1-B1(BSL310LP),17/10/2018,4.371,Machine Shop Started,MUST SHIP OCT.17TH,Picked - Complete,11/10/2018,,FALSE,,A - Regular,7,1,1,,,Picked - Complete,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.07285,0:03:59,4.371,522,1,4.37,522.00,,- ,- ,Machine Shop Started,,0,1,
73852-2,,BALA,Regular,FALSE,73852,High Priority,2,2,0,6984,PL4E-40,SCDI-750-300-80-40-SO-0.5M-40-AP-UNV-DP-1-SA(48)-B2(BSL310LP),17/10/2018,76.924,Machine Shop Started,MUST SHIP OCT.17TH,Picked - Complete,11/10/2018,,TRUE,,A - Regular,7,8,28,,,Picked - Complete,NO,Machine Shop Started,Material+CartridgeHousing,,,0,1,Partial Order,Missing info. In SD,TRUE,,- ,1.282066667,1:10:00,9.6155,873,8,76.92,6984.00,,- ,- ,Machine Shop Started,,0,8,
73852-3,,BALA,Regular,FALSE,73852,High Priority,3,1,0,2859,LPL4E-32,SCDI-750-300-80-40-SO-0.5M-32-AP-UNV-DP-1-SA(48)-B2(BSL310LP),17/10/2018,32.017,Machine Shop Started,MUST SHIP OCT.17TH,Picked - Complete,11/10/2018,,TRUE,,A - Regular,7,3,11,,,Picked - Complete,NO,Machine Shop Started,Material+CartridgeHousing,,,0,1,Partial Order,Missing info. In SD,TRUE,,- ,0.533616667,0:29:08,10.67233333,953,3,32.02,2859.00,,- ,- ,Machine Shop Started,,0,3,
73852-4,,BALA,Regular,FALSE,73852,High Priority,4,2,0,858,PL7,SCD-500-80-35-0.5M-7-AP-UNV-DP-1-CA(96),17/10/2018,13.882,Machine Shop Started,MUST SHIP OCT.17TH,Picked - Complete,11/10/2018,,FALSE,,A - Regular,7,2,2,,,Picked - Complete,NO,Machine Shop Started,Material+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.231366667,0:12:38,6.941,429,2,13.88,858.00,,- ,- ,Machine Shop Started,,0,2,
73852-5,,BALA,Regular,FALSE,73852,High Priority,5,2,0,1224,PL10,SCD-500-80-35-0.5M-10-AP-UNV-DP-1-CA(96),17/10/2018,17.984,Machine Shop Started,MUST SHIP OCT.17TH,Picked - Complete,11/10/2018,,FALSE,,A - Regular,7,2,2,,,Picked - Complete,NO,Machine Shop Started,Material+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.299733333,0:16:22,8.992,612,2,17.98,1224.00,,- ,- ,Machine Shop Started,,0,2,
73852-6,,BALA,Regular,FALSE,73852,High Priority,6,1,0,673.2,PL11,SCD-500-80-35-0.5M-11-AP-UNV-DP-1-CA(96),17/10/2018,8.992,Machine Shop Started,MUST SHIP OCT.17TH,Picked - Complete,10/11/2018,,FALSE,,A - Regular,7,1,2,,,Picked - Complete,NO,Machine Shop Started,Material+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.149866667,0:08:11,8.992,673.2,1,8.99,673.20,,- ,- ,Machine Shop Started,,0,1,
73852-7,,BALA,Regular,FALSE,73852,High Priority,7,3,0,3240,RL2-16,BMRLED-750-80-35-ASO-16-W-UNV-DP-1-TG15,17/10/2018,37.203,Machine Shop Started,MUST SHIP OCT.17TH,Picked - Complete,11/10/2018,,FALSE,,A - Regular,7,6,12,,,Picked - Complete,NO,Machine Shop Started,Material+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.62005,0:33:51,6.2005,540,6,37.20,3240.00,,- ,- ,Machine Shop Started,,0,6,
73852-8,,BALA,Regular,FALSE,73852,High Priority,8,1,0,1350,RL2-20,BMRLED-750-80-35-ASO-20-W-UNV-DP-1-TG15,17/10/2018,15.019,Machine Shop Started,MUST SHIP OCT.17TH,Picked - Complete,11/10/2018,,FALSE,,A - Regular,7,2,5,,,Picked - Complete,NO,Machine Shop Started,Material+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.250316667,0:13:40,7.5095,675,2,15.02,1350.00,,- ,- ,Machine Shop Started,,0,2,
73852-9,,BALA,Regular,FALSE,73852,High Priority,9,1,0,1521,SL-5'X17'X5',BBRLEDPAT-OPR-90(2)-500-80-40-SO-FL-27-EX-W-UNV-DP-1-D,17/10/2018,39.94,Machine Shop Started,MUST SHIP OCT.17TH,Picked - Complete,11/10/2018,,FALSE,,A - Regular,7,6,8,,,Picked - Complete,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.665666667,0:36:21,6.656666667,253.5,6,39.94,1521.00,,- ,- ,Machine Shop Started,,0,6,
74974-1,,BALA,Replacement,FALSE,74974,Regular,1,1,400,400,U2#1,"BBDLED-750-80-35-SO- 64 13/32""-W-120-DP-1-CA(120)-C(Adder Scetion)",24/10/2018,8.637,Scheduled/Released,Please produce the compatible lenses for both the adder sections.,Picked - Complete,,,FALSE,,C - Small,12,1,2,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.14395,0:07:52,8.637,400,1,8.64,400.00,,- ,- ,Scheduled/Released,,0,1,
73838-1,,BALA,Regular,FALSE,73838,Regular,1,12,0,3900,D,PRWLED-600-90-40-S-2'-W-UNV-DP-1,24/10/2018,45.672,Scheduled/Released,,Picked - Complete,,,FALSE,,C - Small,15,12,12,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.7612,0:41:34,3.806,325,12,45.67,3900.00,,- ,- ,Scheduled/Released,,0,12,
73832-2,,BALA,Regular,FALSE,73832,Priority,2,1,0,1190,F,STFD-DSO(12-400)-80-35-AH(2)-AP-120-MD-1-CA(48)-RC,15/10/2018,11.32,Machine Shop Finished,PRIORITY ORDER,Picked - Complete,28/09/2018,,FALSE,,C - Small,7,3,3,,,Picked - Complete,OK,Machine Shop Finished -Ready,,15/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.188666667,0:10:18,3.773333333,396.6666667,3,11.32,1190.00,,- ,- ,Machine Shop Finished,,0,3,
73832-3,,BALA,Regular,FALSE,73832,Priority,3,1,0,1710,E,STFI-I(18'-700)-80-35-AY(2)-AP-120-MD-1-CA(48)-RC,15/10/2018,17.46,Machine Shop Finished,PRIORITY ORDER,Picked - Complete,28/09/2018,,FALSE,,C - Small,7,5,5,,,Picked - Complete,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.291,0:15:53,3.492,342,5,17.46,1710.00,,- ,- ,Machine Shop Finished,,0,5,
73832-4,,BALA,Regular,FALSE,73832,Priority,4,1,0,570,H,WWR-SL-400-80-35-6-W-120-D-1-TG9,15/10/2018,3.762,Machine Shop Finished,PRIORITY ORDER,Picked - Complete,28/09/2018,,TRUE,,C - Small,7,1,2,,,Picked - Complete,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,Mechanical issue,TRUE,,- ,0.0627,0:03:25,3.762,570,1,3.76,570.00,,- ,- ,Machine Shop Finished,,0,1,
73817-14,,BALA,Regular,FALSE,73817,Regular,14,7,0,8092,FF-16,BMRLED-500-80-30-FL-16-W-UNV-DP-1-TG15,16/10/2018,89.929,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,14,28,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,1,#REF!,Complete,0,FALSE,0,73817-14,1.498816667,1:21:50,6.4235,578,14,89.93,8092.00,,0,11/10/2018,Wiring Started,,0,14,
73817-15,,BALA,Regular,FALSE,73817,Regular,15,2,0,2890,FF-20,BMRLED-500-80-30-FL-20-W-UNV-DP-1-TG15,16/10/2018,31.208,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,4,10,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-15,0.520133333,0:28:24,7.802,722.5,4,31.21,2890.00,,0,11/10/2018,Wiring Started,,0,4,
73817-16,,BALA,Regular,FALSE,73817,Regular,16,1,0,1445,FF-20EM,BMRLED-500-80-30-FL-20-W-UNV-DP-1+E(1)-TG15,16/10/2018,15.984,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,2,5,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-16,0.2664,0:14:33,7.992,722.5,2,15.98,1445.00,,0,11/10/2018,Wiring Started,,0,2,
73817-17,,BALA,Regular,FALSE,73817,Regular,17,2,0,2312,FF-32,BMRLED-500-80-30-FL-32-W-UNV-DP-1+E(1)-TG15,16/10/2018,50.976,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,6,16,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-17,0.8496,0:46:23,8.496,385.3333333,6,50.98,2312.00,,0,11/10/2018,Wiring Started,,0,6,
73817-18,,BALA,Regular,FALSE,73817,Regular,18,21,0,12138,FF1-8,BMRLED-500-80-30-FL-8-W-UNV-DP-1-TG15,16/10/2018,128.079,Wiring Started,,Picked - Complete,,10/11/2018,FALSE,,A - Regular,15,21,42,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-18,2.13465,1:56:33,6.099,578,21,128.08,12138.00,,0,11/10/2018,Wiring Started,,0,21,
73817-19,,BALA,Regular,FALSE,73817,Regular,19,30,0,10500,FF1B,BMRLED-750-80-30-FL-4-W-UNV-DP-1-TB15,16/10/2018,94.44,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,30,30,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-19,1.574,1:25:56,3.148,350,30,94.44,10500.00,,0,11/10/2018,Wiring Started,,0,30,
73817-20,,BALA,Regular,FALSE,73817,Regular,20,16,0,11936,FF1C,BMRLED-750-80-30-FL-8-W-UNV-DP-1-TB15,16/10/2018,97.584,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,16,32,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-20,1.6264,1:28:48,6.099,746,16,97.58,11936.00,,0,11/10/2018,Wiring Started,,0,16,
73817-21,,BALA,Regular,FALSE,73817,Regular,21,26,0,9412,FF-2,BMRLED-500-80-30-FL-5-W-UNV-DP-1-D,16/10/2018,158.574,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,26,52,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-21,2.6429,2:24:18,6.099,362,26,158.57,9412.00,,0,11/10/2018,Wiring Started,,0,26,
73817-22,,BALA,Regular,FALSE,73817,Regular,22,31,0,23126,FF-3,BMRLED-750-80-30-FL-8-W-UNV-DP-1-TG15,16/10/2018,189.069,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,31,62,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-22,3.15115,2:52:03,6.099,746,31,189.07,23126.00,,0,11/10/2018,Wiring Started,,0,31,
73817-23,,BALA,Regular,FALSE,73817,Regular,23,10,0,2890,FF-A,BMRLED-500-80-30-FL-4-W-UNV-DP-1-D,16/10/2018,31.45,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,10,10,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-23,0.524166667,0:28:37,3.145,289,10,31.45,2890.00,,0,11/10/2018,Wiring Started,,0,10,
73817-24,,BALA,Regular,FALSE,73817,Regular,24,8,0,2312,FF-B,BMRLED-500-80-30-FL-4-W-UNV-DP-1-TG15,16/10/2018,25.184,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,8,8,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-24,0.419733333,0:22:55,3.148,289,8,25.18,2312.00,,0,11/10/2018,Wiring Started,,0,8,
73817-25,,BALA,Regular,FALSE,73817,Regular,25,26,0,8684,LS2-4,WBSLED-1200-80-35-S-4-W-UNV-DP-1-SC,16/10/2018,117.702,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,26,26,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-25,1.9617,1:47:07,4.527,334,26,117.70,8684.00,,0,11/10/2018,Wiring Started,,0,26,
73817-26,,BALA,Regular,FALSE,73817,Regular,26,12,0,8004,LS2-8,WBSLED-1200-80-35-S-8-W-UNV-DP-1-SC,16/10/2018,86.94,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,12,24,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-26,1.449,1:19:07,7.245,667,12,86.94,8004.00,,0,11/10/2018,Wiring Started,,0,12,
73817-27,,BALA,Regular,FALSE,73817,Regular,27,28,0,37352,LS2-16,WBSLED-1200-80-35-S-16-W-UNV-DP-1-SC,16/10/2018,405.356,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,56,112,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-27,6.755933333,6:08:52,7.2385,667,56,405.36,37352.00,,0,11/10/2018,Wiring Started,,0,56,
73817-28,,BALA,Regular,FALSE,73817,Regular,28,7,0,4865,LW2,WBWLED-750-80-30-S-8'-AP-277-DP-1,16/10/2018,50.715,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,7,14,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-28,0.84525,0:46:09,7.245,695,7,50.72,4865.00,,0,11/10/2018,Wiring Started,,0,7,
73817-29,,BALA,Regular,FALSE,73817,Regular,29,1,0,810,SJ3-8,WBWLED-750-80-30-S-8'-AP-UNV-DP-1,16/10/2018,7.245,Wiring Started,,Picked - Complete,,10/11/2018,FALSE,,A - Regular,15,1,2,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-29,0.12075,0:06:36,7.245,810,1,7.25,810.00,,0,11/10/2018,Wiring Started,,0,1,
73817-30,,BALA,Regular,FALSE,73817,Regular,30,1,0,1080,SJ3-6,WBWLED-750-80-30-S-6'-AP-UNV-DP-1,16/10/2018,7.245,Wiring Started,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,15,1,2,Picked - Complete,Picked - Complete,,OK,Wiring Started,,11/10/2018,,0,#REF!,Complete,0,FALSE,0,73817-30,0.12075,0:06:36,7.245,1080,1,7.25,1080.00,,0,11/10/2018,Wiring Started,,0,1,
73809-1,,BALA,Regular,FALSE,73809,High Priority,1,1,0,696,C1-8',SP18126(4)-TB4DLED-1000-90-(1680K - 8000K)-UB-8-AP-UNV-DMX-1-CTS(48),16/10/2018,18,Machine Shop Finished,,Picked - Complete,11/10/2018,,FALSE,,C - Small,1,1,2,,Picked - Complete,Picked - Complete,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.3,0:16:23,18,696,1,18.00,696.00,,- ,- ,Machine Shop Finished,,0,1,
74974-2,,BALA,Replacement,FALSE,74974,Regular,2,1,500,500,U2#5,"BBDLED-750-80-35-SO- 89 25/32""-W-120-DP-1-CA(120)-C(ADDER SECTION)",24/10/2018,8.637,Scheduled/Released,Please produce the compatible lenses for both the adder sections.,Picked - Complete,,,FALSE,,C - Small,12,1,2,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.14395,0:07:52,8.637,500,1,8.64,500.00,,- ,- ,Scheduled/Released,,0,1,
74969-1,,BALA,Regular,FALSE,74969,High Priority,1,1,0,520,C6,SCDI-750-500-80-30-SO-FL-6'-W-UNV-DP-1+E(1)-CA(72),24/10/2018,11.221,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,12,1,2,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.187016667,0:10:13,11.221,520,1,11.22,520.00,,- ,- ,Scheduled/Released,,0,1,
74969-2,,BALA,Regular,FALSE,74969,High Priority,2,10,0,7300,C8,SCDI-750-500-80-30-SO-FL-8'-W-UNV-DP-1+E(1)-CA(72),24/10/2018,112.21,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,12,10,20,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,1.870166667,1:42:07,11.221,730,10,112.21,7300.00,,- ,- ,Scheduled/Released,,0,10,
74941-1,,BALA,Regular,FALSE,74941,Regular,1,1,0,480,P4-REPL,SL2LLED-2XSL-500-250-80-35-VL-4-W-UNV-DP-2-CT15(36),24/10/2018,6.058,Scheduled/Released,,Picked - Complete,,,FALSE,,C - Small,12,1,2,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.100966667,0:05:31,6.058,480,1,6.06,480.00,,- ,- ,Scheduled/Released,,0,1,
73747-5,,BALA,Regular,FALSE,73747,Regular,5,7,0,2079,A2H-DF,DIALED-24-4750-80-40-VL-W-UNV-DP-1-DF,23/10/2018,23.163,Scheduled/Released,,,,,FALSE,,A - Regular,10,7,7,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.38605,0:23:10,3.309,297,7,23.16,2079.00,,- ,- ,Scheduled/Released,,0,7,
73747-7,,BALA,Regular,FALSE,73747,Regular,7,3,0,523.95,A3L-DF,DIALED-22-3400-80-40-VL-W-UNV-DP-1-DF,23/10/2018,8.25,Scheduled/Released,,,,,FALSE,,A - Regular,10,3,3,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.1375,0:08:15,2.75,174.65,3,8.25,523.95,,- ,- ,Scheduled/Released,,0,3,
73747-8,,BALA,Regular,FALSE,73747,Regular,8,26,0,4550,A3L-TG9,DIALED-22-3400-80-40-VL-W-UNV-DP-1-TG9,23/10/2018,71.5,Scheduled/Released,,,,,FALSE,,A - Regular,10,26,26,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,1.191666667,1:11:30,2.75,175,26,71.50,4550.00,,- ,- ,Scheduled/Released,,0,26,
73747-9,,BALA,Regular,FALSE,73747,Regular,9,12,0,2100,A3L-TG15,DIALED-22-3400-80-40-VL-W-UNV-DP-1-TG15,23/10/2018,33,Scheduled/Released,,,,,FALSE,,A - Regular,10,12,12,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.55,0:33:00,2.75,175,12,33.00,2100.00,,- ,- ,Scheduled/Released,,0,12,
73747-10,,BALA,Regular,FALSE,73747,Regular,10,6,0,1680,A2H-TG9,DIALED-24-4750-80-40-VL-W-UNV-DP-1-TG9,23/10/2018,19.854,Scheduled/Released,,,,,FALSE,,A - Regular,10,6,6,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.3309,0:19:51,3.309,280,6,19.85,1680.00,,- ,- ,Scheduled/Released,,0,6,
74855-1,,BALA,Regular,FALSE,74855,Regular,1,2,0,1296,100A-8',BBWDLED-750-80-35-SO-8-W-UNV-DP-1,24/10/2018,14.27,Scheduled/Released,,Picked - Complete,,,FALSE,,C - Small,12,2,4,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.237833333,0:12:59,7.135,648,2,14.27,1296.00,,- ,- ,Scheduled/Released,,0,2,
74842-1,,BALA,Regular,FALSE,74842,Regular,1,8,0,2720,60-4',BBRLED-1000-90-40-FL-4-W-UNV-DP-1-DF,24/10/2018,0,Scheduled/Released,,,,,FALSE,,C - Small,12,8,8,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0,0:00:00,0,340,8,0.00,2720.00,,- ,- ,Scheduled/Released,,0,8,
73738-1,,BALA,Regular,FALSE,73738,High Priority,1,3,0,960,LA,"B2SQDLED-500-80-35-SO-4-AP-120-DP-1-CA(48"")",18/10/2018,12.402,Machine Shop Started,Order Swapped from 10/9 - Must ship.,Picked - Complete,,,FALSE,,A - Regular,1,3,3,,Picked - Complete,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.2067,0:11:17,4.134,320,3,12.40,960.00,,- ,- ,Machine Shop Started,,0,3,
73738-2,,BALA,Regular,FALSE,73738,High Priority,2,12,0,3840,LB,"B2SQDLED-750-80-35-SO-4-AP-120-DP-1-CT15(36"")",18/10/2018,49.608,Machine Shop Started,Order Swapped from 10/9 - Must ship.,Picked - Complete,,,FALSE,,A - Regular,1,12,12,,Picked - Complete,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.8268,0:45:09,4.134,320,12,49.61,3840.00,,- ,- ,Machine Shop Started,,0,12,
73738-4,,BALA,Regular,FALSE,73738,High Priority,4,3,0,720,LE,SCD-400-80-35-FL-4-AP-120-DP-1-CA(48),18/10/2018,11.721,Machine Shop Started,Order Swapped from 10/9 - Must ship.,Picked - Complete,,,FALSE,,A - Regular,1,3,3,,Picked - Complete,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.19535,0:10:40,3.907,240,3,11.72,720.00,,- ,- ,Machine Shop Started,,0,3,
73738-5,,BALA,Regular,FALSE,73738,High Priority,5,3,0,1440,LF,SCD-500-80-35-FL-8-AP-120-DP-1-CA(48),18/10/2018,18.879,Machine Shop Started,Order Swapped from 10/9 - Must ship.,Picked - Complete,,,FALSE,,A - Regular,1,3,3,,Picked - Complete,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.31465,0:17:11,6.293,480,3,18.88,1440.00,,- ,- ,Machine Shop Started,,0,3,
73738-6,,BALA,Regular,FALSE,73738,High Priority,6,1,0,320,LG,B2SQWDLED-400-80-35-SO-3-AP-120-DP-1,18/10/2018,5.166,Machine Shop Started,Order Swapped from 10/9 - Must ship.,Picked - Complete,,,FALSE,,A - Regular,1,1,1,,Picked - Complete,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.0861,0:04:42,5.166,320,1,5.17,320.00,,- ,- ,Machine Shop Started,,0,1,
73738-7,,BALA,Regular,FALSE,73738,High Priority,7,4,0,1920,LD,"B2SQDLED-500-80-35-SO-6-AP-120-DP-1-CA(48"")",18/10/2018,27.404,Machine Shop Started,Order Swapped from 10/9 - Must ship.,Picked - Complete,,,FALSE,,A - Regular,1,4,8,,Picked - Complete,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.456733333,0:24:56,6.851,480,4,27.40,1920.00,,- ,- ,Machine Shop Started,,0,4,
73727-1,,BALA,Regular,FALSE,73727,High Priority,1,1,0,620,LF16-7',CCH-SL-1100-80-27-CL(7)-W-UNV-DP-1-C,19/10/2018,5.814,Scheduled/Released,,Picked - Complete,,,FALSE,,C - Small,4,1,2,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.0969,0:05:17,5.814,620,1,5.81,620.00,,- ,- ,Scheduled/Released,,0,1,
73727-2,,BALA,Regular,FALSE,73727,High Priority,2,5,0,4300,LF16-10',CCH-SL-1100-80-27-CL(10)-W-UNV-DP-1-C,19/10/2018,15.49,Scheduled/Released,,Picked - Complete,,,FALSE,,C - Small,4,5,15,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.258166667,0:14:06,3.098,860,5,15.49,4300.00,,- ,- ,Scheduled/Released,,0,5,
73727-3,,BALA,Regular,FALSE,73727,High Priority,3,1,0,1260,LF16-15',CCH-SL-1100-80-30-CL(15)-W-UNV-DP-1-C,19/10/2018,11.616,Scheduled/Released,,Picked - Complete,,,FALSE,,C - Small,4,2,4,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.1936,0:10:34,5.808,630,2,11.62,1260.00,,- ,- ,Scheduled/Released,,0,2,
74793-1,,BALA,Regular,FALSE,74793,Regular,1,2,0,1610,W1EM-4,BBWDILED-640-400-80-35-SO-4'-W-277-DP-1-B1(BSL310LP),24/10/2018,23.466,Scheduled/Released,,Picked - Complete,,,FALSE,,C - Small,12,2,4,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.3911,0:21:21,11.733,805,2,23.47,1610.00,,- ,- ,Scheduled/Released,,0,2,
73708-7,,BALA,Regular,FALSE,73708,Regular,7,12,0,4488,L2,ZELED-SL 65/35-1100-80-30-MSO-3-BLK-UNV-MD-1-CT9(60),23/10/2018,80.448,Scheduled/Released,,Picked - Complete,,,FALSE,,C - Small,4,12,12,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,1.3408,1:13:12,6.704,374,12,80.45,4488.00,,- ,- ,Scheduled/Released,,0,12,
74647-1,,BALA,Regular,FALSE,74647,Regular,1,10,0,2600,L04A,BMSLED-500-80-30-SO-4-C(RAL#7011)-UNV-DP-1-S,24/10/2018,41.88,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,12,10,10,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.698,0:38:07,4.188,260,10,41.88,2600.00,,- ,- ,Scheduled/Released,,0,10,
73701-1,,BALA,Regular,FALSE,73701,High Priority,1,1,0,3420,A-8',STFC-I(16-700)-DSO(24-400)-90-40-AH(8)-W-277-MD-1-CT9(36)-RC-B2(BSL10LST)-C(REMOTE BATTERY),17/10/2018,28.78,Machine Shop Started,,Picked - Complete,05/10/2018,,FALSE,,C - Small,7,8,8,,,Picked - Complete,NO,Machine Shop Started,+CartridgeHousing,,,1,1,Partial Order,Missing info. In SD,FALSE,Missing info. In SD,- ,0.479666667,0:26:11,3.5975,427.5,8,28.78,3420.00,,- ,- ,Machine Shop Started,,0,8,
